sale_id,drug_id,hospital_id,sale_date,units_sold,revenue
S002646,D0076,H084,2023-07-25,87,38527.08
S002647,D0057,H037,2025-08-28,25,4989.0
S002648,D0036,H027,2023-02-12,482,200859.04
S002649,D0063,H077,2023-07-05,369,100320.03
S002650,D0059,H069,2023-10-29,607,130535.35
S002651,D0074,H017,2024-01-05,305,107558.25
S002652,D0041,H076,2025-03-10,936,189614.88
S002653,D0012,H063,2024-11-22,139,38869.96
S002654,D0060,H029,2024-12-28,164,81932.76
S002655,D0058,H082,2025-12-28,532,252024.36
S002656,D0054,H072,2025-01-03,672,215718.72
S002657,D0048,H078,2023-01-31,546,24417.12
S002658,D0022,H089,2025-05-25,64,23898.88
S002659,D0066,H067,2024-07-14,249,121051.35
S002660,D0061,H058,2023-05-09,101,38940.55
S002661,D0116,H047,2023-06-11,560,9531.2
S002662,D0087,H009,2025-12-15,643,41679.26
S002663,D0033,H003,2023-12-01,193,9013.1
S002664,D0100,H038,2023-01-19,431,206505.03
S002665,D0003,H047,2024-01-13,39,9762.48
S002666,D0113,H091,2025-03-15,149,16309.54
S002667,D0014,H004,2023-01-27,472,74986.64
S002668,D0052,H074,2024-09-30,431,6689.12
S002669,D0083,H084,2023-07-29,270,7670.7
S002670,D0034,H061,2025-11-25,918,67711.68
S002671,D0030,H002,2024-03-23,406,191307.2
S002672,D0086,H024,2023-06-17,596,276770.48
S002673,D0071,H060,2024-05-09,916,61262.08
S002674,D0075,H019,2025-11-15,376,160657.28
S002675,D0111,H055,2024-03-11,585,227559.15
S002676,D0042,H064,2025-01-08,158,47422.12
S002677,D0041,H085,2023-09-27,552,111824.16
S002678,D0098,H053,2024-08-12,426,97532.7
S002679,D0111,H065,2023-10-05,304,118252.96
S002680,D0105,H043,2024-12-02,191,78835.25
S002681,D0118,H064,2023-11-11,171,83294.1
S002682,D0002,H001,2025-04-09,901,373203.21
S002683,D0058,H056,2023-06-24,433,205125.09
S002684,D0082,H032,2024-06-26,182,75841.22
S002685,D0015,H069,2024-03-09,970,257428.3
S002686,D0057,H034,2024-05-30,74,14767.44
S002687,D0117,H039,2025-06-30,127,10684.51
S002688,D0113,H080,2025-02-10,957,104753.22
S002689,D0096,H003,2024-03-15,248,111959.6
S002690,D0110,H040,2023-12-12,947,300483.1
S002691,D0064,H003,2024-10-07,276,118503.36
S002692,D0112,H092,2024-07-29,130,63576.5
S002693,D0003,H034,2023-04-07,401,100378.32
S002694,D0018,H097,2025-10-29,215,75176.9
S002695,D0092,H085,2025-09-21,300,67974.0
S002696,D0102,H068,2025-09-05,67,23967.91
S002697,D0022,H078,2025-05-05,436,162811.12
S002698,D0101,H087,2024-05-04,486,182473.56
S002699,D0048,H049,2025-05-31,165,7378.8
S002700,D0032,H025,2024-06-04,874,191327.34
S002701,D0008,H005,2024-06-19,821,343629.55
S002702,D0086,H071,2024-05-06,932,432802.16
S002703,D0064,H020,2024-02-20,132,56675.52
S002704,D0120,H038,2023-06-26,375,113058.75
S002705,D0056,H089,2023-12-24,309,5997.69
S002706,D0038,H062,2023-07-03,634,203957.8
S002707,D0035,H036,2024-01-23,967,368175.58
S002708,D0034,H052,2024-05-31,130,9588.8
S002709,D0043,H065,2024-12-16,728,7280.0
S002710,D0021,H071,2024-10-05,571,192232.86
S002711,D0118,H076,2023-08-04,335,163178.5
S002712,D0076,H073,2023-01-12,899,398113.16
S002713,D0059,H029,2023-11-16,807,173545.35
S002714,D0017,H082,2023-01-25,596,210024.44
S002715,D0031,H096,2024-02-05,33,12178.65
S002716,D0083,H071,2024-04-26,370,10511.7
S002717,D0001,H008,2025-11-05,571,211538.37
S002718,D0057,H076,2024-06-22,996,198761.76
S002719,D0063,H024,2024-09-13,830,225652.1
S002720,D0038,H063,2025-11-16,922,296607.4
S002721,D0051,H017,2024-02-02,513,34483.86
S002722,D0061,H050,2025-11-19,568,218992.4
S002723,D0057,H035,2024-08-06,239,47694.84
S002724,D0020,H098,2023-02-07,964,175631.16
S002725,D0113,H010,2023-03-03,851,93150.46
S002726,D0113,H035,2025-11-11,453,49585.38
S002727,D0043,H079,2025-09-19,163,1630.0
S002728,D0005,H051,2023-12-08,402,108081.72
S002729,D0091,H086,2025-07-13,184,22413.04
S002730,D0110,H092,2025-02-21,711,225600.3
S002731,D0109,H068,2024-05-26,695,232025.75
S002732,D0024,H038,2023-08-07,413,148147.23
S002733,D0026,H011,2025-03-09,82,8223.78
S002734,D0085,H014,2024-08-16,463,7333.92
S002735,D0045,H031,2023-12-25,954,255557.52
S002736,D0044,H023,2024-10-28,890,391795.8
S002737,D0051,H069,2023-08-17,185,12435.7
S002738,D0014,H090,2024-05-06,702,111526.74
S002739,D0117,H069,2023-03-29,919,77315.47
S002740,D0072,H089,2025-08-16,314,7862.56
S002741,D0039,H098,2023-01-11,424,151109.36
S002742,D0106,H084,2024-08-31,248,113606.32
S002743,D0107,H019,2024-02-04,141,58718.04
S002744,D0065,H026,2025-08-29,60,6371.4
S002745,D0024,H015,2025-11-20,698,250379.58
S002746,D0009,H057,2025-06-23,455,128537.5
S002747,D0106,H033,2023-06-23,882,404035.38
S002748,D0057,H092,2023-01-27,499,99580.44
S002749,D0065,H037,2025-06-30,579,61484.01
S002750,D0107,H085,2025-09-07,734,305666.96
S002751,D0080,H024,2024-10-16,80,12821.6
S002752,D0086,H073,2025-12-08,132,61298.16
S002753,D0030,H096,2023-11-22,313,147485.6
S002754,D0081,H011,2024-06-20,707,38057.81
S002755,D0037,H044,2023-08-06,323,8307.56
S002756,D0048,H100,2024-12-23,445,19900.4
S002757,D0106,H057,2023-05-09,890,407700.1
S002758,D0117,H008,2025-03-22,340,28604.2
S002759,D0033,H030,2024-04-19,468,21855.6
S002760,D0042,H005,2023-01-23,412,123657.68
S002761,D0087,H009,2024-12-11,536,34743.52
S002762,D0061,H038,2023-12-07,710,273740.5
S002763,D0031,H017,2023-08-06,977,360561.85
S002764,D0010,H075,2024-09-09,903,311381.49
S002765,D0064,H066,2023-04-17,948,407033.28
S002766,D0057,H097,2024-06-26,905,180601.8
S002767,D0049,H096,2025-11-13,148,38055.24
S002768,D0113,H055,2023-02-09,214,23424.44
S002769,D0077,H026,2023-09-28,353,150519.2
S002770,D0062,H007,2023-05-31,422,108715.64
S002771,D0048,H040,2025-04-02,796,35597.12
S002772,D0035,H053,2025-04-16,323,122979.02
S002773,D0016,H042,2024-07-15,850,38607.0
S002774,D0059,H034,2024-06-30,384,82579.2
S002775,D0015,H046,2023-12-20,189,50158.71
S002776,D0043,H041,2025-07-21,482,4820.0
S002777,D0086,H016,2023-06-25,927,430480.26
S002778,D0077,H025,2025-09-01,552,235372.8
S002779,D0078,H052,2025-06-26,484,180275.48
S002780,D0015,H079,2024-07-29,863,229031.57
S002781,D0093,H098,2025-07-20,313,81339.31
S002782,D0107,H057,2023-01-11,607,252779.08
S002783,D0013,H080,2023-04-22,233,74820.96
S002784,D0061,H038,2023-02-04,68,26217.4
S002785,D0045,H057,2024-10-23,167,44735.96
S002786,D0082,H006,2025-09-30,819,341285.49
S002787,D0065,H093,2025-08-21,397,42157.43
S002788,D0039,H062,2023-07-30,602,214546.78
S002789,D0014,H026,2025-01-30,107,16999.09
S002790,D0062,H058,2025-07-21,150,38643.0
S002791,D0099,H070,2025-05-15,389,151577.74
S002792,D0091,H068,2025-07-29,261,31792.41
S002793,D0113,H083,2024-09-25,986,107927.56
S002794,D0110,H007,2024-02-12,60,19038.0
S002795,D0101,H054,2023-03-10,155,58196.3
S002796,D0105,H003,2023-08-21,970,400367.5
S002797,D0046,H029,2023-12-01,130,20638.8
S002798,D0101,H081,2023-08-21,512,192235.52
S002799,D0070,H003,2025-03-16,340,93908.0
S002800,D0073,H040,2025-09-08,521,168923.83
S002801,D0018,H050,2024-08-28,179,62589.14
S002802,D0115,H026,2024-04-20,478,37365.26
S002803,D0046,H040,2025-10-28,248,39372.48
S002804,D0014,H044,2025-12-24,423,67202.01
S002805,D0009,H060,2025-11-29,16,4520.0
S002806,D0053,H065,2023-12-09,833,254831.36
S002807,D0048,H082,2025-08-01,884,39532.48
S002808,D0051,H073,2024-02-26,885,59489.7
S002809,D0106,H022,2023-06-01,384,175906.56
S002810,D0078,H046,2025-05-01,695,258866.65
S002811,D0016,H082,2025-05-25,805,36563.1
S002812,D0108,H004,2023-01-18,548,147203.76
S002813,D0001,H036,2025-01-06,510,188939.7
S002814,D0056,H097,2024-10-15,950,18439.5
S002815,D0052,H073,2025-05-27,866,13440.32
S002816,D0054,H073,2025-12-25,98,31458.98
S002817,D0022,H059,2024-10-16,982,366698.44
S002818,D0029,H029,2023-10-06,626,180857.66
S002819,D0034,H042,2023-12-09,940,69334.4
S002820,D0117,H020,2024-06-02,236,19854.68
S002821,D0057,H045,2023-05-08,753,150268.68
S002822,D0068,H088,2023-01-10,34,2956.3
S002823,D0006,H045,2024-02-10,24,9542.88
S002824,D0109,H051,2024-03-22,92,30714.2
S002825,D0005,H070,2025-08-24,97,26079.42
S002826,D0061,H087,2024-08-18,774,298415.7
S002827,D0005,H039,2024-11-19,281,75549.66
S002828,D0073,H090,2023-03-15,574,186108.02
S002829,D0013,H072,2023-07-25,272,87344.64
S002830,D0043,H089,2025-04-30,418,4180.0
S002831,D0116,H048,2024-04-28,138,2348.76
S002832,D0044,H076,2023-09-22,441,194137.02
S002833,D0101,H026,2023-03-18,732,274836.72
S002834,D0039,H062,2024-11-13,469,167146.91
S002835,D0035,H091,2024-04-26,919,349900.06
S002836,D0019,H049,2024-06-28,543,160543.38
S002837,D0048,H014,2024-08-10,374,16725.28
S002838,D0099,H064,2024-05-18,230,89621.8
S002839,D0057,H089,2025-09-26,758,151266.48
S002840,D0021,H054,2025-02-17,335,112781.1
S002841,D0025,H082,2024-03-27,891,8910.0
S002842,D0084,H014,2025-01-02,738,186145.74
S002843,D0085,H030,2025-08-11,70,1108.8
S002844,D0078,H048,2023-11-23,324,120680.28
S002845,D0090,H050,2023-06-24,662,153305.96
S002846,D0008,H053,2024-04-27,76,31809.8
S002847,D0079,H002,2025-10-10,518,33581.94
S002848,D0049,H048,2025-09-29,510,131136.3
S002849,D0059,H047,2024-02-22,879,189028.95
S002850,D0115,H058,2025-02-21,316,24701.72
S002851,D0075,H035,2023-11-13,715,305505.2
S002852,D0029,H043,2023-03-21,50,14445.5
S002853,D0023,H044,2025-08-14,110,15736.6
S002854,D0019,H023,2023-11-04,106,31339.96
S002855,D0063,H055,2024-03-21,696,189221.52
S002856,D0030,H089,2024-10-22,245,115444.0
S002857,D0101,H038,2024-12-01,762,286100.52
S002858,D0015,H032,2025-04-15,850,225581.5
S002859,D0071,H044,2023-09-12,441,29494.08
S002860,D0055,H004,2024-05-01,655,13185.15
S002861,D0057,H011,2024-04-15,116,23148.96
S002862,D0021,H016,2025-09-29,21,7069.86
S002863,D0109,H032,2025-03-25,175,58423.75
S002864,D0055,H049,2025-07-10,780,15701.4
S002865,D0052,H043,2025-02-28,196,3041.92
S002866,D0079,H073,2024-08-29,960,62236.8
S002867,D0041,H093,2023-10-02,284,57532.72
S002868,D0105,H081,2025-10-01,104,42926.0
S002869,D0062,H065,2023-05-11,649,167195.38
S002870,D0063,H033,2023-11-28,680,184871.6
S002871,D0093,H003,2025-05-18,570,148125.9
S002872,D0041,H040,2023-07-16,851,172395.58
S002873,D0053,H031,2024-05-07,413,126344.96
S002874,D0013,H031,2024-05-07,766,245977.92
S002875,D0034,H032,2024-11-25,788,58122.88
S002876,D0023,H094,2024-05-30,160,22889.6
S002877,D0074,H053,2025-09-20,610,215116.5
S002878,D0015,H038,2024-06-08,935,248139.65
S002879,D0075,H018,2023-06-02,32,13672.96
S002880,D0032,H071,2025-08-18,833,182352.03
S002881,D0117,H082,2025-09-07,977,82195.01
S002882,D0051,H090,2025-01-09,390,26215.8
S002883,D0049,H024,2025-08-06,563,144764.19
S002884,D0008,H089,2023-04-02,917,383810.35
S002885,D0061,H028,2025-05-11,179,69013.45
S002886,D0034,H048,2025-06-21,775,57164.0
S002887,D0071,H046,2023-04-04,38,2541.44
S002888,D0027,H076,2024-09-17,770,224686.0
S002889,D0034,H017,2025-09-20,123,9072.48
S002890,D0014,H024,2023-10-08,670,106442.9
S002891,D0089,H072,2025-07-03,64,8848.64
S002892,D0120,H079,2025-12-09,125,37686.25
S002893,D0037,H088,2024-07-02,620,15946.4
S002894,D0116,H076,2023-08-19,21,357.42
S002895,D0020,H041,2025-11-13,984,179274.96
S002896,D0117,H072,2025-02-10,489,41139.57
S002897,D0054,H008,2025-09-14,934,299823.34
S002898,D0092,H082,2025-12-20,473,107172.34
S002899,D0093,H046,2023-01-20,559,145267.33
S002900,D0062,H058,2023-06-04,264,68011.68
S002901,D0099,H025,2024-04-22,293,114170.38
S002902,D0083,H047,2025-08-10,123,3494.43
S002903,D0031,H028,2024-08-21,346,127691.3
S002904,D0084,H048,2023-09-22,510,128637.3
S002905,D0006,H045,2025-10-30,123,48907.26
S002906,D0100,H081,2025-09-01,836,400552.68
S002907,D0062,H027,2023-12-19,12,3091.44
S002908,D0045,H078,2023-04-29,934,250199.92
S002909,D0025,H042,2023-07-11,699,6990.0
S002910,D0022,H081,2023-08-24,834,311432.28
S002911,D0016,H070,2023-02-22,259,11763.78
S002912,D0005,H072,2023-03-06,501,134698.86
S002913,D0068,H035,2024-08-09,399,34693.05
S002914,D0096,H089,2025-10-09,212,95707.4
S002915,D0059,H079,2023-02-15,985,211824.25
S002916,D0111,H014,2023-08-05,120,46678.8
S002917,D0012,H086,2023-12-18,98,27404.72
S002918,D0111,H089,2025-07-31,565,219779.35
S002919,D0096,H096,2025-09-18,440,198638.0
S002920,D0015,H005,2025-05-12,692,183649.88
S002921,D0102,H004,2025-06-01,424,151677.52
S002922,D0031,H033,2025-01-17,52,19190.6
S002923,D0063,H098,2025-10-11,390,106029.3
S002924,D0086,H059,2023-12-06,497,230796.86
S002925,D0067,H074,2024-08-08,909,145476.36
S002926,D0058,H039,2023-07-13,681,322610.13
S002927,D0098,H003,2024-12-29,965,220936.75
S002928,D0035,H072,2024-12-17,547,208264.78
S002929,D0033,H083,2024-09-14,199,9293.3
S002930,D0113,H088,2024-07-12,426,46629.96
S002931,D0071,H004,2024-04-09,579,38723.52
S002932,D0040,H014,2023-06-01,679,107451.75
S002933,D0105,H062,2025-08-26,989,408209.75
S002934,D0002,H085,2025-01-14,221,91540.41
S002935,D0032,H003,2024-05-20,543,118868.13
S002936,D0055,H056,2024-02-22,29,583.77
S002937,D0100,H078,2023-02-03,965,462360.45
S002938,D0078,H076,2025-09-10,808,300955.76
S002939,D0096,H070,2025-01-13,35,15800.75
S002940,D0016,H049,2023-06-12,24,1090.08
S002941,D0074,H027,2024-12-24,416,146702.4
S002942,D0091,H012,2025-06-03,108,13155.48
S002943,D0010,H033,2023-04-03,917,316209.11
S002944,D0041,H012,2023-02-10,100,20258.0
S002945,D0112,H093,2024-10-17,819,400531.95
S002946,D0046,H025,2025-07-17,766,121610.16
S002947,D0025,H089,2023-06-14,596,5960.0
S002948,D0014,H008,2023-12-01,209,33203.83
S002949,D0072,H093,2024-09-07,652,16326.08
S002950,D0003,H014,2024-05-03,154,38549.28
S002951,D0045,H044,2025-09-27,337,90275.56
S002952,D0040,H051,2025-08-15,29,4589.25
S002953,D0106,H041,2025-06-15,694,317914.46
S002954,D0020,H085,2025-09-27,881,160509.39
S002955,D0101,H031,2025-01-04,341,128031.86
S002956,D0019,H002,2023-09-22,101,29861.66
S002957,D0004,H012,2024-09-18,791,168182.42
S002958,D0090,H022,2024-11-23,992,229727.36
S002959,D0101,H034,2024-12-07,895,336036.7
S002960,D0005,H030,2025-06-04,211,56729.46
S002961,D0084,H046,2024-01-11,526,132672.98
S002962,D0056,H007,2025-10-18,975,18924.75
S002963,D0117,H035,2025-08-10,56,4711.28
S002964,D0111,H070,2023-12-24,890,346201.1
S002965,D0004,H019,2023-03-23,558,118641.96
S002966,D0063,H090,2023-12-29,796,216408.52
S002967,D0005,H012,2023-07-29,312,83884.32
S002968,D0080,H081,2024-08-19,142,22758.34
S002969,D0107,H012,2025-12-27,130,54137.2
S002970,D0079,H042,2025-12-22,94,6094.02
S002971,D0105,H095,2024-02-10,915,377666.25
S002972,D0079,H050,2024-11-24,486,31507.38
S002973,D0084,H053,2024-03-28,479,120818.17
S002974,D0092,H017,2023-06-11,254,57551.32
S002975,D0105,H047,2023-08-06,106,43751.5
S002976,D0069,H098,2025-12-13,498,125814.72
S002977,D0060,H048,2023-07-10,331,165364.29
S002978,D0075,H040,2023-06-23,782,334132.96
S002979,D0054,H060,2023-06-08,747,239794.47
S002980,D0071,H005,2024-07-15,237,15850.56
S002981,D0018,H077,2025-01-20,343,119933.38
S002982,D0093,H074,2025-03-16,78,20269.86
S002983,D0023,H020,2025-05-10,80,11444.8
S002984,D0034,H080,2024-01-29,911,67195.36
S002985,D0030,H001,2025-01-01,792,373190.4
S002986,D0093,H015,2024-02-14,687,178530.69
S002987,D0082,H088,2023-06-17,820,341702.2
S002988,D0043,H045,2024-09-17,82,820.0
S002989,D0028,H018,2023-12-19,978,423630.48
S002990,D0100,H085,2023-11-15,321,153800.73
S002991,D0047,H003,2023-07-10,201,34588.08
S002992,D0082,H072,2025-10-28,381,158766.51
S002993,D0096,H027,2024-08-16,76,34310.2
S002994,D0118,H059,2023-08-07,704,342918.4
S002995,D0103,H001,2025-06-05,686,66679.2
S002996,D0089,H017,2025-05-01,604,83509.04
S002997,D0055,H035,2023-05-30,809,16285.17
S002998,D0012,H068,2024-11-24,792,221474.88
S002999,D0106,H030,2025-02-22,678,310585.02
S003000,D0014,H075,2023-03-29,88,13980.56
S003001,D0108,H092,2025-08-16,153,41098.86
S003002,D0115,H073,2024-11-24,683,53390.11
S003003,D0035,H080,2023-05-09,412,156864.88
S003004,D0003,H044,2024-09-28,283,70840.56
S003005,D0111,H033,2024-11-15,184,71574.16
S003006,D0051,H022,2025-10-01,230,15460.6
S003007,D0075,H019,2023-03-12,762,325587.36
S003008,D0021,H015,2023-05-15,813,273704.58
S003009,D0105,H069,2025-01-20,459,189452.25
S003010,D0033,H050,2023-03-26,145,6771.5
S003011,D0089,H089,2023-08-07,239,33044.14
S003012,D0010,H084,2023-04-28,576,198622.08
S003013,D0091,H049,2023-11-20,366,44582.46
S003014,D0031,H083,2024-05-18,643,237299.15
S003015,D0038,H032,2025-06-04,82,26379.4
S003016,D0103,H052,2024-11-14,377,36644.4
S003017,D0036,H035,2023-10-06,758,315873.76
S003018,D0077,H009,2024-07-06,876,373526.4
S003019,D0011,H085,2023-05-15,671,255221.56
S003020,D0115,H079,2025-10-14,976,76293.92
S003021,D0112,H088,2025-05-19,332,162364.6
S003022,D0032,H006,2023-06-16,475,103982.25
S003023,D0052,H048,2024-09-29,248,3848.96
S003024,D0075,H099,2023-09-29,475,202958.0
S003025,D0006,H089,2023-07-09,506,201195.72
S003026,D0073,H010,2024-10-21,798,258735.54
S003027,D0093,H001,2024-06-26,882,229205.34
S003028,D0068,H081,2025-12-18,902,78428.9
S003029,D0087,H049,2024-08-02,31,2009.42
S003030,D0108,H020,2024-09-03,319,85689.78
S003031,D0007,H011,2024-03-01,767,225505.67
S003032,D0115,H041,2024-03-15,431,33691.27
S003033,D0078,H023,2025-01-09,735,273765.45
S003034,D0109,H033,2023-08-09,611,203982.35
S003035,D0111,H084,2025-07-29,134,52124.66
S003036,D0003,H093,2025-03-18,237,59325.84
S003037,D0004,H099,2025-11-21,305,64849.1
S003038,D0110,H068,2024-05-03,118,37441.4
S003039,D0079,H028,2025-09-26,406,26320.98
S003040,D0011,H034,2025-03-05,500,190180.0
S003041,D0025,H041,2024-05-09,553,5530.0
S003042,D0014,H073,2025-02-20,545,86584.15
S003043,D0033,H039,2024-10-27,434,20267.8
S003044,D0015,H080,2025-06-22,440,116771.6
S003045,D0074,H096,2025-12-30,592,208768.8
S003046,D0093,H088,2023-02-19,611,158780.57
S003047,D0066,H032,2024-06-24,735,357320.25
S003048,D0019,H048,2025-05-18,862,254858.92
S003049,D0022,H100,2023-05-13,834,311432.28
S003050,D0015,H038,2023-02-13,447,118629.33
S003051,D0104,H006,2025-10-23,655,246057.3
S003052,D0032,H071,2025-06-20,298,65235.18
S003053,D0087,H012,2024-10-28,241,15621.62
S003054,D0051,H040,2023-08-17,243,16334.46
S003055,D0028,H099,2025-09-19,425,184093.0
S003056,D0019,H016,2024-07-25,678,200457.48
S003057,D0012,H033,2025-02-07,365,102068.6
S003058,D0100,H031,2025-02-21,710,340182.3
S003059,D0116,H033,2024-02-24,554,9429.08
S003060,D0057,H030,2025-08-17,625,124725.0
S003061,D0108,H055,2025-02-24,958,257337.96
S003062,D0055,H066,2023-06-24,719,14473.47
S003063,D0034,H060,2024-09-29,246,18144.96
S003064,D0087,H097,2025-03-30,230,14908.6
S003065,D0023,H036,2023-01-05,832,119025.92
S003066,D0011,H078,2024-10-08,781,297061.16
S003067,D0082,H046,2024-08-21,923,384623.33
S003068,D0062,H003,2024-05-06,523,134735.26
S003069,D0057,H069,2024-04-17,802,160047.12
S003070,D0086,H069,2025-07-16,387,179715.06
S003071,D0056,H041,2024-03-22,115,2232.15
S003072,D0114,H049,2024-05-27,864,29384.64
S003073,D0006,H078,2023-12-14,266,105766.92
S003074,D0046,H083,2023-08-24,995,157966.2
S003075,D0013,H016,2025-07-03,788,253042.56
S003076,D0051,H078,2023-12-12,292,19628.24
S003077,D0073,H058,2024-01-29,767,248684.41
S003078,D0037,H030,2025-10-06,82,2109.04
S003079,D0058,H022,2024-11-08,456,216020.88
S003080,D0098,H035,2025-09-17,557,127525.15
S003081,D0042,H022,2025-09-26,118,35416.52
S003082,D0065,H080,2025-04-21,600,63714.0
S003083,D0058,H085,2024-10-19,805,381352.65
S003084,D0063,H048,2024-08-28,856,232720.72
S003085,D0109,H095,2025-12-15,554,184952.9
S003086,D0109,H005,2024-01-29,934,311815.9
S003087,D0120,H062,2023-09-08,495,149237.55
S003088,D0065,H069,2025-02-10,914,97057.66
S003089,D0013,H079,2023-05-18,944,303137.28
S003090,D0082,H013,2023-05-20,415,172934.65
S003091,D0115,H091,2024-01-06,600,46902.0
S003092,D0117,H022,2023-07-09,452,38026.76
S003093,D0071,H016,2024-08-24,224,14981.12
S003094,D0120,H066,2024-01-31,701,211344.49
S003095,D0040,H044,2023-02-17,819,129606.75
S003096,D0118,H028,2024-08-06,107,52119.7
S003097,D0068,H015,2023-06-19,199,17303.05
S003098,D0108,H052,2025-08-12,134,35995.08
S003099,D0072,H082,2023-09-25,939,23512.56
S003100,D0104,H073,2025-04-03,620,232909.2
S003101,D0095,H001,2023-01-04,548,38129.84
S003102,D0004,H012,2023-03-24,481,102270.22
S003103,D0082,H081,2024-05-27,87,36253.77
S003104,D0069,H093,2023-12-28,744,187964.16
S003105,D0085,H074,2024-08-11,228,3611.52
S003106,D0001,H005,2023-07-16,772,286002.84
S003107,D0096,H074,2025-04-13,428,193220.6
S003108,D0072,H035,2023-06-10,722,18078.88
S003109,D0052,H023,2024-05-10,966,14992.32
S003110,D0107,H007,2024-03-04,111,46224.84
S003111,D0040,H078,2024-05-20,977,154610.25
S003112,D0102,H060,2023-04-24,966,345567.18
S003113,D0088,H038,2025-10-23,472,29816.24
S003114,D0088,H028,2025-03-08,828,52304.76
S003115,D0112,H043,2023-06-07,432,211269.6
S003116,D0079,H071,2025-03-03,445,28849.35
S003117,D0092,H088,2025-01-26,370,83834.6
S003118,D0015,H083,2024-02-13,861,228500.79
S003119,D0117,H045,2024-09-08,524,44084.12
S003120,D0036,H022,2025-12-12,266,110847.52
S003121,D0055,H015,2025-02-04,275,5535.75
S003122,D0001,H021,2025-08-12,124,45938.28
S003123,D0049,H047,2023-08-18,779,200304.27
S003124,D0013,H066,2023-07-31,987,316945.44
S003125,D0104,H054,2023-08-20,686,257702.76
S003126,D0059,H030,2025-01-07,68,14623.4
S003127,D0095,H070,2024-11-19,455,31658.9
S003128,D0096,H025,2025-02-07,928,418945.6
S003129,D0071,H071,2025-05-06,833,55711.04
S003130,D0010,H044,2025-10-16,105,36207.15
S003131,D0080,H046,2023-02-04,46,7372.42
S003132,D0023,H031,2025-12-31,803,114877.18
S003133,D0032,H080,2025-02-12,972,212780.52
S003134,D0016,H065,2025-09-12,229,10401.18
S003135,D0076,H013,2023-07-29,879,389256.36
S003136,D0071,H080,2023-08-16,320,21401.6
S003137,D0074,H067,2024-12-07,713,251439.45
S003138,D0064,H044,2025-03-18,562,241300.32
S003139,D0087,H090,2023-08-11,929,60217.78
S003140,D0088,H075,2024-01-28,423,26720.91
S003141,D0001,H005,2023-09-08,485,179677.95
S003142,D0095,H044,2025-10-25,540,37573.2
S003143,D0070,H002,2024-08-01,266,73469.2
S003144,D0106,H095,2025-06-03,264,120935.76
S003145,D0102,H069,2023-07-19,440,157401.2
S003146,D0108,H099,2025-08-05,508,136458.96
S003147,D0014,H054,2024-07-28,710,112797.7
S003148,D0057,H022,2024-03-15,18,3592.08
S003149,D0079,H023,2024-03-03,139,9011.37
S003150,D0047,H001,2023-09-23,329,56614.32
S003151,D0060,H091,2024-06-25,963,481105.17
S003152,D0060,H098,2024-06-15,852,425650.68
S003153,D0101,H075,2023-04-22,320,120147.2
S003154,D0049,H020,2025-12-20,978,251473.14
S003155,D0075,H023,2024-07-03,809,345669.52
S003156,D0032,H054,2025-06-28,187,40936.17
S003157,D0111,H071,2025-12-27,636,247397.64
S003158,D0024,H015,2024-06-09,408,146353.68
S003159,D0003,H027,2024-02-25,349,87361.68
S003160,D0106,H072,2024-04-25,65,29775.85
S003161,D0043,H100,2024-06-13,682,6820.0
S003162,D0055,H042,2025-04-08,214,4307.82
S003163,D0057,H059,2024-03-17,948,189182.88
S003164,D0038,H094,2024-04-07,147,47289.9
S003165,D0118,H011,2023-01-18,332,161717.2
S003166,D0056,H001,2025-08-01,122,2368.02
S003167,D0005,H078,2024-05-19,210,56460.6
S003168,D0111,H090,2025-08-13,637,247786.63
S003169,D0042,H019,2025-04-30,804,241312.56
S003170,D0047,H011,2024-05-23,47,8087.76
S003171,D0055,H060,2025-01-27,505,10165.65
S003172,D0063,H044,2024-08-25,496,134847.52
S003173,D0105,H039,2025-09-17,205,84613.75
S003174,D0015,H057,2024-11-23,633,167991.87
S003175,D0070,H042,2024-06-10,632,174558.4
S003176,D0004,H020,2025-09-20,355,75480.1
S003177,D0108,H004,2023-11-29,56,15042.72
S003178,D0068,H079,2023-03-26,105,9129.75
S003179,D0038,H032,2025-06-06,283,91041.1
S003180,D0115,H064,2025-06-12,782,61128.94
S003181,D0092,H033,2023-01-03,819,185569.02
S003182,D0108,H082,2025-01-02,570,153113.4
S003183,D0078,H047,2023-01-25,540,201133.8
S003184,D0046,H015,2024-01-21,226,35879.76
S003185,D0035,H056,2025-09-15,54,20559.96
S003186,D0059,H090,2024-03-04,485,104299.25
S003187,D0062,H027,2023-01-04,398,102532.76
S003188,D0118,H084,2025-12-18,945,460309.5
S003189,D0113,H095,2025-04-26,563,61625.98
S003190,D0102,H058,2023-08-01,131,46862.63
S003191,D0117,H076,2023-10-16,794,66799.22
S003192,D0077,H005,2024-07-10,349,148813.6
S003193,D0089,H038,2024-10-07,550,76043.0
S003194,D0059,H069,2024-12-19,166,35698.3
S003195,D0053,H056,2024-01-28,29,8871.68
S003196,D0035,H025,2023-11-15,339,129070.86
S003197,D0118,H082,2023-10-16,546,265956.6
S003198,D0022,H021,2025-09-02,694,259153.48
S003199,D0105,H089,2025-07-31,659,272002.25
S003200,D0089,H003,2025-03-21,205,28343.3
S003201,D0100,H081,2023-04-10,353,169132.89
S003202,D0037,H069,2025-12-20,716,18415.52
S003203,D0031,H051,2023-02-20,121,44655.05
